__ manuell	__NO unflekt	Ursprungsform in FreqLi	NO-Form
negativ	trûreclîch	trûreclîche;trûreclîchen;	trûreclîche;trûreclîchen;
negativ	truren	truren;trauren;trawren;	truren;truren;truren;
negativ	trûren	trûren;trûrens;trûret;trûrte;	trûren;trûrens;trûret;trûrte;
negativ	trurens	trurens;	trurens;
negativ	truric	trurig;truric;traurig;	truric;truric;truric;
negativ	trûric	trûric;	trûric;
negativ	trûrigem	trûrigem;	trûrigem;
negativ	trurigen	trurigen;	trurigen;
negativ	trûrigen	trûrigen;	trûrigen;
positiv	trut	trut;truot;	trut;trut;
positiv	trût	trût;trûte;trûten;trûter;	trût;trûte;trûten;trûter;
positiv	trûte	trût;trûte;trûten;trûter;	trût;trûte;trûten;trûter;
positiv	trute	trute;	trute;
positiv	trûtgeselle	trûtgeselle;	trûtgeselle;
positiv	trutschaft	trutschaft;	trutschaft;
positiv	trûtschaft	trûtschaft;	trûtschaft;
positiv	trutt	trutt;	trutt;
positiv	trüttin	trüttin;	trüttin;
positiv	truw	truw;	truw;
positiv	trúw	trúw;	trúw;
positiv	trüw	trüw;	trüw;
positiv	trúwe	trúwe;	trúwe;
positiv	trüwe	trüwe;	trüwe;
positiv	trúwen	trúwen;	trúwen;
positiv	trüwen	trüwen;	trüwen;
positiv	truwete	traut;	truwete;
negativ	túfel	túfel;	túfel;
negativ	tüfel	tüfel;	tüfel;
positiv	tugenden	tugende;tugenden;tvgende;tvgenden;dugende;	tugende;tugenden;tugende;tugenden;tugende;
positiv	tugent	tugent;tugend;dugent;togunt;tvgent;	tugent;tugent;tugent;tugent;tugent;
positiv	tugende	tugent;tugend;dugent;togunt;tvgent;	tugent;tugent;tugent;tugent;tugent;
positiv	tugentbaere	tugentbaere;	tugentbaere;
positiv	tugenthaft	tugenthaft;tugenthafte;tugenthafter;tugenthaften;	tugenthaft;tugenthafte;tugenthafter;tugenthaften;
positiv	tugendhaft	tugenthaft;tugenthafte;tugenthafter;tugenthaften;	tugenthaft;tugenthafte;tugenthafter;tugenthaften;
positiv	tugentlich	tugentlich;tugentlichen;tugentlîch;tugentlicher;tugentliche;	tugentlich;tugentlichen;tugentlîch;tugentlicher;tugentliche;
positiv	tugendlich	tugentlich;tugentlichen;tugentlîch;tugentlicher;tugentliche;	tugentlich;tugentlichen;tugentlîch;tugentlicher;tugentliche;
positiv	tugentlîche	tugentlîche;tugentlîcher;	tugentlîche;tugentlîcher;
positiv	tugentlîchen	tugentlîchen;	tugentlîchen;
positiv	tugentrich	tugentrich;	tugentrich;
positiv	tugentrîch	tugentrîch;	tugentrîch;
positiv	tugentriche	tugentriche;	tugentriche;
positiv	tugentrîche	tugentrîche;tugentrîchen;tugentrîcher;	tugentrîche;tugentrîchen;tugentrîcher;
positiv	tugendrîche	tugentrîche;tugentrîchen;tugentrîcher;	tugentrîche;tugentrîchen;tugentrîcher;
negativ	tumbe	tumben;tumbe;tummen;tumme;tumbes;	tumben;tumbe;tumben;tumbe;tumbes;
negativ	tump	tumber;tump;tummer;tumb;tumbez;	tumber;tump;tumber;tump;tumbez;
negativ	tumb	tumber;tump;tummer;tumb;tumbez;	tumber;tump;tumber;tump;tumbez;
negativ	tumpheit	tumpheit;	tumpheit;
negativ	tumbheit	tumpheit;	tumpheit;
negativ	tumplich	tumplich;	tumplich;
negativ	tumblich	tumplich;	tumplich;
negativ	úbel	úbel;	úbel;
negativ	übel	übel;übels;übeln;	übel;übels;übeln;
negativ	übele	übele;übelen;	übele;übelen;
negativ	übermüete	übermüete;übermüeten;	übermüete;übermüeten;
negativ	übermuot	übermuot;	übermuot;
negativ	uebel	ubel;vbel;uebel;vbil;ubil;	uebel;uebel;uebel;uebel;uebel;
negativ	uebele	ubele;ubile;vbele;	uebele;uebele;uebele;
negativ	uebelen	ubelen;	uebelen;
negativ	uebeln	ubeln;	uebeln;
negativ	uebels	ubels;	uebels;
negativ	uebeltat	ubeltat;	uebeltat;
negativ	unfro	unfro;	unfro;
negativ	unfrô	unfrô;	unfrô;
negativ	unfuoc	unfuoc;	unfuoc;
negativ	unfuog	unfuog;	unfuog;
negativ	unfuoge	unfuoge;	unfuoge;
negativ	ungefüege	ungefüege;	ungefüege;
negativ	ungefüegen	ungefüegen;	ungefüegen;
negativ	ungefüeger	ungefüeger;	ungefüeger;
negativ	ungefuoc	ungefuoc;	ungefuoc;
negativ	ungefuoge	ungefuoge;	ungefuoge;
negativ	ungehiure	ungehiure;ungehiuren;	ungehiure;ungehiuren;
negativ	ungehiwer	ungehiwer;	ungehiwer;
negativ	ungehorsam	ungehorsam;	ungehorsam;
negativ	ungehôrsam	ungehôrsam;	ungehôrsam;
negativ	ungelauben	ungelauben;	ungelauben;
negativ	ungeloube	ungelouben;	ungelouben;
negativ	ungelücke	ungelücke;ungelückes;	ungelücke;ungelückes;
negativ	ungeluecke	ungelucke;	ungeluecke;
negativ	ungemeit	ungemeit;	ungemeit;
negativ	ungemuete	ungemuete;	ungemuete;
negativ	ungemüete	ungemüete;ungemüetes;	ungemüete;ungemüetes;
negativ	ungemuot	ungemuot;ungemuote;	ungemuot;ungemuote;
negativ	ungemüet	ungemuot;ungemuote;	ungemuot;ungemuote;
negativ	ungenâde	ungenâde;ungenâden;	ungenâde;ungenâden;
negativ	ungenaden	ungenaden;	ungenaden;
negativ	ungenæme	ungenæme;	ungenæme;
negativ	ungenesen	ungenesen;	ungenesen;
negativ	ungesunt	ungesunt;	ungesunt;
negativ	ungetouften	ungetouften;	ungetouften;
negativ	ungetriuwe	ungetriuwe;ungetriuwen;ungetriuwer;ungetruwe;ungetruwen;	ungetriuwe;ungetriuwen;ungetriuwer;ungetriuwe;ungetriuwen;
negativ	ungetriwe	ungetriwe;	ungetriwe;
negativ	ungetriwen	ungetriwen;	ungetriwen;
negativ	ungetruwer	ungetruwer;	ungetruwer;
negativ	ungevueege	ungefuge;	ungevueege;
negativ	ungevueegen	ungefuegen;	ungevueegen;
negativ	ungevüege	ungevüeger;	ungevüeger;
negativ	ungevuoge	ungevüegen;ungevüege;ungevuoge;	ungevüegen;ungevüege;ungevuoge;
negativ	ungewin	ungewin;	ungewin;
negativ	ungewinn	ungewin;	ungewin;
negativ	ungewinne	ungewinne;	ungewinne;
negativ	ungezogen	ungezogen;	ungezogen;
negativ	ungluck	ungluck;	ungluck;
negativ	ungüete	ungüete;	ungüete;
negativ	unguot	unguot;	unguot;
negativ	unheil	unheil;unheile;unhail;	unheil;unheile;unheil;
negativ	unkiusche	unkiusche;	unkiusche;
negativ	unkraft	unkraft;	unkraft;
negativ	unkreften	unkreften;	unkreften;
negativ	unmaere	unmaere;unmere;unmêre;	unmaere;unmaere;unmaere;
negativ	unmære	unmære;	unmære;
negativ	unmaht	unmaht;unmacht;	unmaht;unmaht;
negativ	unmaze	unmaze;	unmaze;
negativ	unmâze	unmâze;	unmâze;
negativ	unmazen	unmassen;unmazen;	unmazen;unmazen;
negativ	unmâzen	unmâzen;	unmâzen;
negativ	unminne	unminne;unminnen;	unminne;unminnen;
negativ	unmuot	unmuot;unmuote;unmut;	unmuot;unmuote;unmuot;
negativ	unpris	unpris;	unpris;
negativ	unprîs	unprîs;	unprîs;
negativ	unreht	unreht;unrecht;vnrecht;	unreht;unreht;unreht;
negativ	unrehte	unrehte;unrehtes;unrehten;unrechte;unrehter;	unrehte;unrehtes;unrehten;unrehte;unrehter;
negativ	unrein	unrein;	unrein;
negativ	unreine	unreine;unreinen;unreiner;	unreine;unreinen;unreiner;
negativ	unsaelde	unsaelde;	unsaelde;
negativ	unsælde	unsælde;	unsælde;
negativ	unsælede	unsælde;	unsælde;
negativ	unsælic	unsælic;	unsælic;
negativ	unsaelic	unsaelic;unselig;	unsaelic;unsaelic;
negativ	unsanft	unsanft;	unsanft;
negativ	unsanfte	unsanfte;	unsanfte;
negativ	unsamfte	unsanfte;	unsanfte;
negativ	unstæte	unstæte;	unstæte;
negativ	unstaete	unstaete;unstete;unstête;	unstaete;unstaete;unstaete;
negativ	unstætekeit	unstætekeit;	unstætekeit;
negativ	untat	untat;	untat;
negativ	untât	untât;	untât;
negativ	untriu	untriu;	untriu;
negativ	untriuwe	untriuwe;untriuwen;untruwe;untrew;	untriuwe;untriuwen;untriuwe;untriuwe;
negativ	untriwe	untriwe;	untriwe;
negativ	untriwen	untriwen;	untriwen;
negativ	untruw	untruw;	untruw;
negativ	untrúw	untrúw;	untrúw;
negativ	untrüw	untrüw;	untrüw;
negativ	untugend	untugend;	untugend;
negativ	untugenden	untugende;untugenden;	untugende;untugenden;
negativ	untugent	untugent;	untugent;
negativ	untugende	untugent;	untugent;
negativ	untugenthaft	untugenthaft;	untugenthaft;
negativ	untugendhaft	untugenthaft;	untugenthaft;
positiv	unverdorben	unverdorben;	unverdorben;
positiv	unverdrozzen	unverdrozzen;unverdrossen;	unverdrozzen;unverdrozzen;
positiv	unverzaget	unverzaget;unverzagete;	unverzaget;unverzagete;
positiv	unverzagt	unverzagt;	unverzagt;
positiv	unverzagte	unverzagte;	unverzagte;
positiv	unverzagtem	unverzagtem;	unverzagtem;
positiv	unverzagten	unverzagten;	unverzagten;
positiv	unverzagter	unverzagter;	unverzagter;
positiv	unverzagtt	unverzagtt;	unverzagtt;
positiv	unverzagtte	unverzagtte;	unverzagtte;
negativ	unvro	unvro;vnvro;	unvro;unvro;
negativ	unvrô	unvrô;	unvrô;
negativ	unvuoge	unvuoge;	unvuoge;
negativ	unwerde	unwerde;unwerden;unwerder;	unwerde;unwerden;unwerder;
negativ	unwert	unwert;	unwert;
negativ	unwerd	unwert;	unwert;
negativ	unwirde	unwirde;	unwirde;
negativ	unwis	unwise;	unwise;
negativ	unwiss	unwise;	unwise;
negativ	unwîse	unwîse;	unwîse;
negativ	unzuht	unzuht;unzucht;	unzuht;unzuht;
negativ	urliuc	urliuc;	urliuc;
negativ	urliug	urliug;	urliug;
negativ	urliuge	urliuge;urliuges;urliugen;	urliuge;urliuges;urliugen;
negativ	urlouge	urliuge;urliuges;urliugen;	urliuge;urliuges;urliugen;
positiv	ûzerkorn	ûzerkorn;	ûzerkorn;
positiv	ûzerkoren	ûzerkorn;	ûzerkorn;
positiv	ûzerwelt	ûzerwelt;	ûzerwelt;
positiv	ûzerwelet	ûzerwelt;	ûzerwelt;
positiv	ûzerwelte	ûzerwelte;	ûzerwelte;
positiv	ûzerwelten	ûzerwelten;	ûzerwelten;
positiv	ûzerwelter	ûzerwelter;	ûzerwelter;
negativ	valant	valant;	valant;
negativ	vâlant	vâlant;	vâlant;
negativ	valsch	valschen;valsche;valsch;valsches;valscher;falsch;falschen;valschez;valschem;falschez;falsche;valschiu;valshen;	valschen;valsche;valsch;valsches;valscher;valsch;valschen;valschez;valschem;valsches;valsche;valschiu;valschen;
negativ	valscheit	valscheit;	valscheit;
negativ	veige	veigen;veige;vaigen;	veigen;veige;veigen;
negativ	veigen	geveiget;	geveiget;
negativ	verbieten	verbôt;verbieten;	verbôt;verbieten;
positiv	verbot	verboten;verbot;verbotten;	verboten;verbot;verboten;
negativ	verderben	verderben;verdorben;verderbet;verdarp;verdirbet;verderbe;verdurben;verderbent;verderbt;verdarb;verterben;virderbin;verdürbe;verdirbe;	verderben;verdorben;verderbet;verdarp;verdirbet;verderbe;verdurben;verderbent;verdirbet;verdarp;verderben;verderben;verdürbe;verdirbe;
negativ	verdriessen	verdriessen;	verdriessen;
negativ	verdriezen	verdrôz;verdriezen;verdriuzet;verdrieze;	verdrôz;verdriezen;verdriuzet;verdrieze;
negativ	verdroz	verdroz;	verdroz;
negativ	verdrozzen	verdrozzen;	verdrozzen;
negativ	verdurbe	verdurbe;	verdurbe;
negativ	verfluochet	verfluochet;	verfluochet;
negativ	verfluocht	verfluocht;	verfluocht;
negativ	verliesen	verliesen;	verliesen;
negativ	verlor	verlorn;verloren;flôre;verlor;flôren;	verlorn;verloren;verlore;verlor;verloren;
negativ	verlos	verlos;	verlos;
negativ	verlueste	fluste;	verlueste;
negativ	verlür	verlür;	verlür;
negativ	verlüre	verlüre;	verlüre;
negativ	verluren	verluren;	verluren;
negativ	verlürn	verlürn;	verlürn;
negativ	verlust	verlust;vluste;	verlust;verluste;
negativ	verlüste	verlüste;	verlüste;
negativ	vermessen	vermessen;	vermessen;
negativ	vermezzen	vermezzen;	vermezzen;
negativ	vermezzenlîch	vermezzenlichen;	vermezzenlichen;
negativ	vermezzenlîche	vermezzenlîche;	vermezzenlîche;
positiv	vernufft	vernufft;	vernufft;
positiv	vernumft	vernunft;	vernumft;
positiv	vernunft	vernunfft;	vernunft;
positiv	vernünfticheit	vernünfticheit;	vernünfticheit;
positiv	vernunst	vernunst;	vernunst;
positiv	vernumft	vernunst;	vernunst;
negativ	verraten	verraten;	verraten;
negativ	verrâten	verrâten;verriet;	verrâten;verriet;
negativ	verretaer	verreter;	verretaer;
negativ	verretery	verretery;	verretery;
negativ	verretniß	verretniß;	verretniß;
negativ	verschulden	verschulden;verschuldet;	verschulden;verschuldet;
negativ	verschult	verschult;	verschult;
negativ	versêren	versêret;versêren;	versêret;versêren;
negativ	verseret	verseret;	verseret;
negativ	versert	versert;	versert;
negativ	versmahen	versmahen;	versmahen;
negativ	versmâhen	versmâhen;versmâhet;	versmâhen;versmâhet;
negativ	versmahet	versmahet;verschmecht;	versmahet;versmahet;
negativ	versmaht	versmaht;	versmaht;
negativ	versmâht	versmâhte;versmâht;	versmâhte;versmâht;
negativ	versmahten	versmahte;	versmahte;
negativ	verstossen	verstossen;	verstossen;
negativ	verstozen	verstozen;	verstozen;
negativ	verstôzen	verstiez;verstôzen;	verstiez;verstôzen;
negativ	vertân	vertân;	vertân;
negativ	vervluochen	vervluochet;verfluchet;	vervluochet;vervluochet;
negativ	viande	veinde;	viande;
negativ	vîande	vîande;	vîande;
negativ	vianden	vianden;	vianden;
negativ	vîanden	vîanden;	vîanden;
negativ	viant	veint;	viant;
negativ	vîant	vîant;	vîant;
negativ	vîent	vîant;	vîant;
negativ	vienden	vienden;vigenden;	vienden;vienden;
negativ	vîenden	vîende;vîenden;	vîende;vîenden;
negativ	vîenten	vîende;vîenden;	vîende;vîenden;
negativ	vîent	vîent;	vîent;
negativ	vîentlich	vîentlichen;vîentlîchen;vîentlîche;vîentlîcher;	vîentlichen;vîentlîchen;vîentlîche;vîentlîcher;
negativ	vînde	vînde;	vînde;
negativ	vinster	vinster;finster;vinstern;	vinster;vinster;vinstern;
negativ	vinstere	vinster;finster;vinstern;	vinster;vinster;vinstern;
negativ	vînt	vînt;	vînt;
negativ	vintschaft	vintschaft;	vintschaft;
negativ	vîntschaft	vîntschaft;	vîntschaft;
negativ	vlust	vlust;	vlust;
negativ	vnngern	vnngern;	vnngern;
positiv	vogel	vogel;vogele;vogeln;vogelen;fogel;vogels;	vogel;vogele;vogeln;vogelen;vogel;vogels;
positiv	vogelein	vogelein;	vogelein;
positiv	vogelin	vogelin;	vogelin;
positiv	vogelîn	vogelîn;	vogelîn;
positiv	vogellîn	vogellîn;	vogellîne;
positiv	vogelline	voglin;	vogelline;
positiv	vogelsanc	vogelsanc;	vogelsanc;
positiv	vogelsang	vogelsanc;	vogelsanc;
positiv	volkomen	volkomen;volchomen;	volkomen;volkomen;
positiv	vollkomen	volkomen;volchomen;	volkomen;volkomen;
positiv	voll	voll;	voll;
positiv	volle	vollen;volle;voller;vollem;vollez;follen;volles;	vollen;volle;voller;vollem;vollez;vollen;volles;
positiv	vollebraht	vollebraht;	vollebraht;
positiv	vollebrinc	vollebringen;	vollebringen;
positiv	vollebringen	vollebrâht;	vollebrâht;
positiv	volleclich	volleclîch;volleclichen;volleclich;	volleclîch;volleclichen;volleclich;
positiv	volliglich	volleclîch;volleclichen;volleclich;	volleclîch;volleclichen;volleclich;
positiv	volleclîche	volleclîche;volleclîcher;	volleclîche;volleclîcher;
positiv	volleclîchen	volleclîchen;	volleclîchen;
positiv	volleist	volleist;volleiste;	volleist;volleiste;
positiv	vollleiste	volleist;volleiste;	volleist;volleiste;
positiv	vollekomen	vollekomen;	vollekomen;
positiv	vollenbraht	vollenbracht;	vollenbraht;
positiv	vollicliche	volliclich;	vollicliche;
positiv	volliclichen	volliclichen;	volliclichen;
positiv	volloben	volloben;	volloben;
positiv	vollloben	volloben;	volloben;
negativ	vorht	vorht;	vorht;
negativ	vorhte	vorht;	vorht;
negativ	vorhte	vorhte;vorhten;vorcht;vorchte;vorchten;forchte;vorte;	vorhte;vorhten;vorhte;vorhte;vorhten;vorhte;vorhte;
negativ	vorhtlîche	vorhtlîche;	vorhtlîche;
negativ	vreislich	freischlich;	vreisliche;
negativ	vreislîchen	freislîchen;vreislîchen;	vreislîchen;vreislîchen;
negativ	vreissam	freissam;vreissam;fraissam;	vreissam;vreissam;vreissam;
positiv	vreud	vreud;	vreud;
positiv	vreude	vreuden;vreude;vraeuden;vraeude;vrouden;frewden;froude;freüden;vroeden;vroede;frouden;froede;froeiden;vrevden;froeden;frewde;froeide;vrovde;	vreuden;vreude;vreuden;vreude;vreuden;vreuden;vreude;vreuden;vreuden;vreude;vreuden;vreude;vreuden;vreuden;vreuden;vreude;vreude;vreude;
positiv	vreuede	freüd;	vreuede;
positiv	vreunde	vreunde;	vreunde;
positiv	vreunden	vreunden;	vreunden;
positiv	vreut	vreut;	vreut;
positiv	vreute	vreute;	vreute;
positiv	vreuten	vreuten;	vreuten;
negativ	vrevel	frevel;vrevel;	vrevel;vrevel;
negativ	vrevele	frevel;vrevel;	vrevel;vrevel;
positiv	vri	vri;fry;frei;vrei;vry;	vri;vri;vri;vri;vri;
positiv	vrî	vrî;	vrî;
positiv	vrid	vrid;	vrid;
positiv	vride	vride;frid;frieden;vrides;friden;frede;freiden;vreden;friede;	vride;vride;vriden;vrides;vriden;vride;vriden;vriden;vride;
negativ	vrie	vrie;frye;	vrie;vrie;
positiv	vrîe	vrîen;vrîe;	vrîen;vrîe;
positiv	vriede	fried;	vriede;
positiv	vriedel	vriedel;friedel;	vriedel;vriedel;
positiv	vriheit	vriheit;freiheit;	vriheit;vriheit;
positiv	vrîheit	vrîheit;	vrîheit;
positiv	vrîheid	vrîheit;	vrîheit;
positiv	vriundinne	vriundîn;vriundinne;	vriundîn;vriundinne;
positiv	vriuntinne	vriundîn;vriundinne;	vriundîn;vriundinne;
positiv	vriunt	vriunt;vriunde;frunt;vriunden;vrunt;vriundes;fründ;freunt;freünd;vrivnde;frunde;frunden;freunden;vrivnden;frivnde;frivnden;frund;vrunden;vrivnt;freunde;vrunde;frivnt;friund;	vriunt;vriunde;vriunde;vriunden;vriunde;vriundes;vriunt;vriunt;vriunt;vriunde;vriunde;vriunden;vriunden;vriunden;vriunde;vriunden;vriunt;vriunden;vriunt;vriunde;vriunde;vriunt;vriunt;
positiv	vriuntinne	friundinne;	vriuntinne;
positiv	vriuntlich	fruntlich;vriuntlich;	vriuntlich;vriuntlich;
positiv	vriuntliche	friuntlich;	vriuntliche;
positiv	vriuntlîche	vriuntlîche;friuntlîch;	vriuntlîche;vriuntlîche;
positiv	vriuntlichen	friuntlichen;	vriuntlichen;
positiv	vriuntlîchen	friuntlîchen;	vriuntlîchen;
positiv	vriuntschaft	vriuntschaft;früntschafft;fruntschaft;	vriuntschaft;vriuntschaft;vriuntschaft;
positiv	vro	fro;vro;	vro;vro;
positiv	vrô	frô;vrô;	vrô;vrô;
positiv	vroeide	frewd;	vroeide;
positiv	vroeleich	vroeleich;	vroeleich;
positiv	vroelich	frölich;froelich;frolich;vroelich;vrolich;	vroelich;vroelich;vroelich;vroelich;vroelich;
positiv	vroelîch	froelîch;vroelîch;	vroelîch;vroelîch;
positiv	vroeliche	vroeliche;	vroeliche;
positiv	vroelîche	vroelîche;froelîche;	vroelîche;vroelîche;
positiv	vroelîchem	vroelîchem;	vroelîchem;
positiv	vroelichen	frolichen;vroelichen;	vroelichen;vroelichen;
positiv	vroelîchen	vroelîchen;froelîchen;	vroelîchen;vroelîchen;
positiv	vroelicher	frölicher;	vroelicher;
positiv	vroeude	vroude;	vroeude;
positiv	vroeuwe	frew;	vroeuwe;
positiv	vroeuwent	vreunt;	vroeuwent;
positiv	vroeuwete	frewet;frowete;	vroeuwete;vroeuwete;
positiv	vröide	vröide;vröiden;	vröide;vröiden;
positiv	vroliche	vroliche;	vroliche;
positiv	vrolichen	vrolichen;	vrolichen;
positiv	vrome	fromen;frommen;	vromen;vromen;
positiv	vröude	vröuden;vröude;	vröuden;vröude;
positiv	vröuwede	vröuden;vröude;	vröuden;vröude;
positiv	vruemekeit	frumkeit;	vruemekeit;
positiv	vruemic	frumic;	vruemic;
positiv	vruht	frucht;vruht;vrucht;vruhte;frut;	vruht;vruht;vruht;vruhte;vruht;
positiv	vrum	vrum;frumm;from;fron;vrumer;frummer;frvm;	vrum;vrum;vrum;vrum;vrumer;vrumer;vrum;
positiv	vrume	frumen;vrumen;vromen;frume;frome;vrume;vrome;	vrumen;vrumen;vrumen;vrume;vrume;vrume;vrume;
positiv	vrome	frumen;vrumen;vromen;frume;frome;vrume;vrome;	vrumen;vrumen;vrumen;vrume;vrume;vrume;vrume;
positiv	vrümekeit	vrümekeit;	vrümekeit;
positiv	vrumen	vrumt;frumet;vrumte;gefrumet;gevrumt;vrumet;	vrumt;vrumet;vrumte;gevrumet;gevrumt;vrumet;
positiv	vromen	vrumt;frumet;vrumte;gefrumet;gevrumt;vrumet;	vrumt;vrumet;vrumte;gevrumet;gevrumt;vrumet;
positiv	vrümkeit	vrümkeit;	vrümkeit;
negativ	vuerhte	forcht;furcht;furht;furhte;	vuerhte;vuerhte;vuerhte;vuerhte;
negativ	vuerhten	furhten;	vuerhten;
negativ	waehe	waehe;wehe;	waehe;waehe;
negativ	waehen	waehen;	waehen;
positiv	wærlich	wærlich;	wærliche;
positiv	waerliche	waerliche;	waerliche;
positiv	wærlîche	wærlîch;wærlîche;	wærlîche;wærlîche;
positiv	waerlîche	waerlîche;waerlîch;	waerlîche;waerlîche;
positiv	waerlîchen	waerlîchen;	waerlîchen;
positiv	wærlîchen	wærlîchen;	wærlîchen;
positiv	waete	waete;wete;wête;	waete;waete;waete;
positiv	waetlich	waetlich;	waetlich;
positiv	waetlîche	waetlîche;	waetlîche;
positiv	waetlîchen	waetlîchen;	waetlîchen;
positiv	waetlîcher	waetlîcher;	waetlîcher;
negativ	wanc	wanc;wanken;wanke;wanck;wank;wankes;	wanc;wanken;wanke;wanc;wanc;wankes;
negativ	wank	wanc;wanken;wanke;wanck;wank;wankes;	wanc;wanken;wanke;wanc;wanc;wankes;
positiv	warhaft	warhaft;	warhaft;
positiv	wârhaft	wârhaft;	wârhaft;
positiv	warhaitt	warhaitt;	warhaitt;
positiv	warheit	warheit;warhait;worheit;wairheit;worheyt;	warheit;warheit;warheit;warheit;warheit;
positiv	wârheit	wârheit;wârhait;wârheite;	wârheit;wârheit;wârheite;
positiv	warheÿt	warheÿt;	warheÿt;
positiv	warlich	worlich;	warlich;
positiv	warm	warm;warmen;	warm;warmen;
negativ	wê	wê;	wê;
negativ	weinde	weinde;	weinde;
positiv	weinden	weinden;	weinden;
negativ	weinen	weinen;weinende;weynen;weinte;wainen;weinten;weinet;weinent;weint;weinens;geweinet;weinenden;waint;	weinen;weinende;weinen;weinte;weinen;weinten;weinet;weinent;weint;weinens;geweinet;weinenden;weinte;
positiv	weinente	weynende;	weinente;
positiv	weise	weisen;weise;weyse;	weisen;weise;weise;
negativ	wenec	wenic;	wenec;
negativ	wênec	wênic;wênec;	wênec;wênec;
negativ	wênig	wênic;wênec;	wênec;wênec;
negativ	wênige	wênic;wênec;	wênec;wênec;
positiv	werdekeit	werdekeit;werdicheit;werdecheit;werdekait;werdekeite;	werdekeit;werdekeit;werdekeit;werdekeit;werdekeite;
positiv	werdem	werdem;	werdem;
positiv	werlich	werlich;werlichen;werlicher;werliche;werlîch;	werlich;werlichen;werlicher;werliche;werlîch;
positiv	werelich	werlich;werlichen;werlicher;werliche;werlîch;	werlich;werlichen;werlicher;werliche;werlîch;
positiv	wert	wert;werte;werten;	wert;werte;werten;
positiv	werd	werd;werde;werder;	wert;werte;werten;
negativ	widersage	widersagen;	widersagen;
negativ	widersagen	widersaget;widersagt;	widersaget;widersagt;
negativ	sagenwidere	widersaget;widersagt;	widersaget;widersagt;
negativ	widersait	widersait;	widersait;
negativ	widersatz	widersatz;	widersatz;
negativ	widersaz	widersaz;	widersaz;
negativ	widersatz	widersaz;	widersaz;
negativ	widersazz	widersaz;	widersaz;
negativ	widerseit	widerseit;	widerseit;
negativ	widerstrit	widerstrit;	widerstrit;
negativ	widerstrît	widerstrît;	widerstrît;
negativ	widerwertig	widerwertig;	widerwertig;
negativ	widerzaeme	widerzaeme;	widerzaeme;
negativ	widerzæme	widerzæme;	widerzæme;
negativ	widerzême	widerzême;	widerzême;
positiv	wigande	wigande;	wigande;
positiv	wîgande	wîgande;	wîgande;
positiv	wîganden	wîganden;	wîganden;
positiv	wigant	wigant;	wigant;
positiv	wîgant	wîgant;	wîgant;
positiv	wîhe	wîhe;wîhen;	wîhe;wîhen;
positiv	wîhen	wiget;wigt;gewîhet;	wiget;wigt;gewîhet;
positiv	wirdeclîche	wirdeclîche;	wirdeclîche;
positiv	wirdekaitt	wirdekaitt;	wirdekaitt;
positiv	wirdekeit	wirdikeit;wirdekeit;werdikeit;wirdichait;	wirdekeit;wirdekeit;wirdekeit;wirdekeit;
positiv	wirdic	wirdig;wirdic;	wirdic;wirdic;
positiv	wirdiclîchen	wirdeclîchen;	wirdiclîchen;
positiv	wirdigen	wirdigen;	wirdigen;
negativ	wirs	wirs;wirser;	wirs;wirser;
negativ	wirser	wirs;wirser;	wirs;wirser;
positiv	wîs	wîs;wîser;	wîs;wîser;
positiv	wîse	wîs;wîser;	wîs;wîser;
positiv	wîse	wîse;wîsen;	wîse;wîsen;
positiv	wîsen	wîste;gewîset;wîsten;	wîste;gewîset;wîsten;
positiv	wîset	wîset;	wîset;
positiv	wisheit	wisheit;weishait;wißheit;wißheyt;weisheit;weißheit;	wisheit;wisheit;wisheit;wisheit;wisheit;wisheit;
positiv	wissheit	wisheit;weishait;wißheit;wißheyt;weisheit;weißheit;	wisheit;wisheit;wisheit;wisheit;wisheit;wisheit;
positiv	wîsheit	wîsheit;	wîsheit;
positiv	wîslich	wîslich;wîslîch;wîslichen;	wîslich;wîslîch;wîslichen;
positiv	wîslîche	wîslîche;wîslîcher;	wîslîche;wîslîcher;
positiv	wîslîchen	wîslîchen;	wîslîchen;
positiv	witz	witz;	witz;
positiv	witze	witze;witzen;wiczen;	witze;witzen;witzen;
positiv	witzic	witzic;witzig;	witzic;witzic;
positiv	wîz	wîz;wîzer;wîziu;	wîz;wîzer;wîziu;
positiv	wol	wol;wole;wail;	wol;wol;wol;
positiv	wole	wol;wole;wail;	wol;wol;wol;
positiv	wolgemuoten	wolgemuoten;	wolgemuoten;
positiv	wolgestalt	wolgestalt;	wolgestalt;
positiv	wolegestalt	wolgestalt;	wolgestalt;
positiv	wolgetan	wolgetan;	wolgetan;
positiv	wolgetân	wolgetân;	wolgetân;
positiv	wolegetân	wolgetân;	wolgetân;
positiv	wolgetanen	wolgetanen;	wolgetanen;
positiv	wolgethan	wolgethan;	wolgethan;
positiv	wolgezogen	wolgezogen;	wolgezogen;
positiv	wuenne	wonne;wnne;	wuenne;wuenne;
positiv	wuennen	wunnen;	wuennen;
positiv	wuennesam	wunnesan;	wuennesam;
positiv	wuenniclich	wunneclich;wunneclîch;wunniclîch;	wuenniclich;wuenniclich;wuenniclich;
positiv	wuennicliche	wunneclîche;wunnecliche;	wuennicliche;wuennicliche;
positiv	wuenniclicher	wunneclicher;wunneclîcher;	wuenniclicher;wuenniclicher;
